id,customer_id,product_id,quantity,timestamp,payment_method
128,573,173,5,2025-10-16T03:31:38.231331,Bank Transfer
129,685,4,4,2025-01-28T14:47:52.962677,PayPal
130,635,258,3,2025-07-06T08:32:50.145364,PayPal
131,983,470,4,2025-02-02T01:21:08.057643,PayPal
132,150,25,4,2024-10-31T02:04:52.069884,Credit Card
133,33,249,5,2025-04-20T03:10:53.227376,Bank Transfer
134,317,60,1,2025-05-10T06:00:12.322133,PayPal
135,531,345,5,2025-02-22T09:19:10.965753,PayPal
136,260,421,2,2025-04-26T21:49:21.638337,PayPal
137,399,185,1,2025-04-20T04:00:25.386549,Credit Card
138,453,33,1,2025-09-12T19:07:27.853223,PayPal
139,1,1,2,2025-06-29T22:03:07.923792,Bank Transfer
140,188,206,2,2025-09-17T21:07:26.480283,Bank Transfer
141,472,227,1,2025-05-25T13:55:53.651029,Credit Card
142,447,229,1,2025-07-11T10:10:45.187929,Bank Transfer
143,646,128,5,2025-01-31T11:49:48.337287,Credit Card
144,27,445,5,2025-06-21T07:30:20.002640,Bank Transfer
145,972,102,4,2024-11-02T10:06:08.492124,Credit Card
146,850,7,1,2025-09-27T11:18:11.499382,Credit Card
147,619,369,1,2025-07-09T23:13:46.293161,PayPal
148,535,280,1,2025-02-16T07:27:44.570514,Credit Card
149,412,147,5,2025-09-20T14:18:53.628727,PayPal
150,38,314,4,2025-05-03T12:51:28.546690,Bank Transfer
151,675,145,2,2024-12-01T19:54:10.245309,PayPal
152,54,212,1,2025-02-18T07:59:45.553987,Bank Transfer
153,624,463,2,2024-11-20T19:12:59.779461,Credit Card
154,389,74,2,2025-04-26T16:43:46.693370,Credit Card
155,278,203,4,2025-09-10T02:05:40.170969,Credit Card
156,301,383,4,2025-08-31T01:33:38.005544,Bank Transfer
157,542,138,4,2025-07-24T14:22:48.366502,Bank Transfer
158,860,250,2,2024-11-20T17:00:04.836241,Credit Card
159,227,235,4,2025-05-11T12:46:06.377357,Bank Transfer
160,592,486,1,2025-06-04T16:33:55.734287,Bank Transfer
161,187,385,4,2025-05-31T03:59:49.777051,Credit Card
162,256,197,3,2025-06-09T10:37:49.490809,Bank Transfer
163,572,48,1,2025-09-22T18:51:41.362606,Credit Card
164,168,17,3,2025-01-09T14:08:59.948622,Credit Card
165,212,455,4,2024-10-25T08:32:36.223574,PayPal
166,981,126,3,2024-12-11T10:23:19.807840,PayPal
167,138,36,3,2025-08-28T15:18:40.794893,PayPal
168,892,358,5,2025-02-23T23:17:38.974247,PayPal
169,541,63,5,2025-10-03T01:30:20.568248,PayPal
170,564,455,2,2025-04-28T22:30:24.045458,Bank Transfer
171,756,25,3,2025-06-05T07:08:42.936503,Bank Transfer
172,202,104,5,2024-12-24T22:53:54.110702,PayPal
173,559,491,2,2025-10-08T05:13:38.139258,Bank Transfer
174,964,111,3,2024-12-08T18:19:25.202826,Bank Transfer
175,660,197,2,2025-08-24T17:52:23.232044,Credit Card
176,229,273,1,2025-04-10T01:35:37.305160,PayPal
177,296,181,5,2025-01-23T11:39:53.136555,Bank Transfer
178,481,91,4,2024-11-25T01:43:16.189490,PayPal
179,587,488,1,2025-09-05T10:25:18.199368,Bank Transfer
180,155,388,5,2025-09-27T02:52:36.410547,Credit Card
181,444,202,3,2025-08-25T10:31:47.046372,PayPal
182,503,80,3,2025-10-21T16:54:37.793452,Credit Card
183,601,368,3,2024-11-12T14:04:51.040201,Credit Card
184,58,444,4,2025-09-04T04:24:16.408083,PayPal
185,755,488,1,2025-08-07T02:59:04.971061,Credit Card
186,276,494,1,2025-09-16T15:25:42.062055,Credit Card
187,510,499,1,2025-08-30T03:34:26.334816,Credit Card
188,463,269,2,2025-04-21T11:00:38.872283,Credit Card
189,797,140,4,2025-10-12T10:01:23.974847,PayPal
190,652,468,3,2025-08-09T19:14:24.760410,Credit Card
191,144,386,3,2025-08-07T19:57:08.785207,Credit Card
192,265,94,3,2025-09-18T18:32:20.043681,PayPal
193,776,311,1,2024-11-09T11:09:10.352084,Credit Card
194,522,220,4,2025-01-18T14:02:59.625162,Credit Card
195,123,370,1,2025-07-23T01:23:58.110070,Bank Transfer
196,534,387,4,2025-09-07T15:51:01.140031,PayPal
197,200,330,4,2025-06-05T18:03:15.811003,Credit Card
198,284,40,5,2024-12-09T10:05:28.217572,PayPal
199,448,348,5,2024-11-14T03:46:04.312991,PayPal
200,819,207,2,2025-05-04T20:37:14.854567,Bank Transfer
201,249,104,3,2025-09-29T13:36:29.518098,PayPal
202,901,287,5,2025-08-10T05:45:18.530391,Bank Transfer
203,603,366,2,2025-03-02T03:13:21.417888,PayPal
204,301,486,2,2025-09-27T02:51:03.285284,Credit Card
205,516,128,4,2025-10-11T08:51:32.803082,Bank Transfer
206,993,242,3,2025-04-30T05:49:06.834330,Credit Card
207,553,133,5,2025-07-17T12:12:43.398436,PayPal
208,46,78,2,2025-05-27T17:59:13.914674,Bank Transfer
209,367,177,3,2025-09-04T22:13:07.322248,PayPal
210,700,301,2,2024-12-05T08:55:20.356814,Credit Card
211,88,242,3,2024-11-13T01:27:52.521215,PayPal
212,826,9,5,2025-09-06T12:51:14.046612,PayPal
213,439,476,3,2025-02-18T19:44:31.026046,Credit Card
214,64,478,1,2025-08-10T08:40:25.077941,Bank Transfer
215,257,348,5,2024-11-11T01:09:54.181664,Bank Transfer
216,667,334,4,2025-07-20T11:29:19.249536,PayPal
217,21,343,4,2025-01-31T14:43:05.565227,PayPal
218,178,142,1,2025-07-01T12:17:56.898373,Credit Card
219,921,473,4,2025-03-15T09:09:05.272560,Bank Transfer
220,716,380,3,2024-11-15T01:29:36.470284,PayPal
221,810,246,4,2025-06-11T17:47:50.539515,Credit Card
222,938,93,1,2025-05-28T05:54:10.327574,Bank Transfer
223,124,59,2,2025-09-08T12:36:17.135293,Credit Card
224,219,93,2,2025-05-03T16:35:13.721726,PayPal
225,966,375,3,2024-12-25T18:38:43.161422,PayPal
226,18,46,1,2025-03-24T18:54:11.095503,PayPal
227,172,49,1,2025-05-08T16:05:28.164613,PayPal
228,864,134,3,2025-09-08T03:57:08.799215,Credit Card
229,578,26,3,2025-08-21T13:12:30.461483,PayPal
230,88,373,4,2025-07-17T10:48:59.481825,Credit Card
231,819,239,3,2025-02-18T00:52:53.729616,PayPal
232,853,259,2,2025-08-18T21:00:51.826455,PayPal
233,825,410,1,2025-02-28T05:55:43.018523,Bank Transfer
234,554,267,5,2025-09-26T23:13:22.957673,PayPal
235,367,255,5,2025-09-30T14:13:26.230672,Credit Card
236,295,339,1,2025-07-13T03:22:11.344065,Bank Transfer
237,249,87,3,2025-03-31T17:57:53.103441,Bank Transfer
238,816,1,4,2024-12-13T19:32:11.960985,Bank Transfer
239,77,15,2,2025-08-09T04:02:00.617870,Credit Card
240,609,216,3,2025-06-29T05:41:08.841186,Credit Card
241,759,132,1,2025-09-11T15:50:44.442161,PayPal
242,550,80,1,2024-12-19T05:59:27.208632,Credit Card
243,354,351,1,2025-07-17T22:28:07.623188,PayPal
244,277,173,2,2025-02-08T01:47:31.373486,PayPal
245,997,19,5,2025-04-12T01:33:28.662554,PayPal
246,501,297,1,2025-02-16T02:00:50.164418,Credit Card
247,240,299,5,2025-03-29T00:10:47.522492,Credit Card
248,357,404,4,2025-07-07T17:21:14.760387,PayPal
249,483,304,5,2024-11-10T08:07:23.665331,Credit Card
250,408,156,2,2024-10-31T03:26:16.387088,Credit Card
251,52,432,3,2025-05-23T01:39:02.798625,PayPal
252,123,482,4,2025-10-19T23:40:51.818188,PayPal
253,938,401,5,2025-05-14T03:59:45.964508,Bank Transfer
254,977,17,3,2025-02-01T08:48:20.177761,Bank Transfer
255,670,417,5,2025-10-12T05:54:15.956901,Credit Card
256,388,386,5,2025-07-11T11:18:56.059767,PayPal
257,425,217,2,2025-05-07T18:30:39.694514,Credit Card
258,642,452,2,2025-01-22T16:19:59.204989,Bank Transfer
259,815,134,4,2025-08-22T22:56:49.180613,Credit Card
260,702,199,5,2025-08-10T09:19:29.481398,Credit Card
261,624,214,2,2025-06-18T19:16:25.432066,Credit Card
262,261,373,3,2025-07-29T18:23:13.282167,Bank Transfer
263,850,49,3,2025-04-11T10:27:54.669544,PayPal
264,634,201,1,2025-06-02T13:30:54.589435,PayPal
265,423,330,4,2025-01-20T12:31:11.070080,PayPal
266,617,391,4,2025-04-13T01:19:23.249026,Bank Transfer
267,968,444,5,2025-06-22T07:58:13.907345,Bank Transfer
268,590,20,1,2024-12-31T04:23:04.362587,PayPal
269,523,385,5,2025-06-07T06:20:08.984487,Credit Card
270,349,157,4,2025-08-05T07:23:21.353399,Bank Transfer
271,672,222,5,2025-09-21T04:08:27.377304,PayPal
272,517,60,3,2025-09-09T02:30:41.408137,Bank Transfer
273,244,37,1,2025-10-16T12:26:49.568928,PayPal
274,288,391,2,2024-12-16T13:14:25.319155,PayPal
275,600,285,1,2025-03-16T03:20:01.728779,PayPal
276,21,314,5,2025-04-18T23:04:50.733690,Bank Transfer
277,891,358,5,2025-08-18T02:15:19.734736,PayPal
278,656,444,2,2025-06-24T19:37:28.687030,Bank Transfer
279,64,370,1,2025-01-19T14:37:31.924312,Bank Transfer
280,877,171,2,2025-03-16T15:06:13.213753,Bank Transfer
281,657,182,4,2025-08-28T09:43:11.435471,Credit Card
282,993,186,5,2025-01-14T06:45:37.213278,PayPal
283,119,489,3,2025-05-08T16:12:58.364821,Credit Card
284,313,386,4,2024-10-28T14:44:02.825155,Credit Card
285,435,248,1,2024-12-24T17:37:22.518943,Bank Transfer
286,670,373,5,2025-06-02T03:32:49.879034,Credit Card
287,778,178,2,2025-05-04T18:47:24.549134,Credit Card
288,686,303,2,2025-07-02T21:44:10.594769,Bank Transfer
289,531,90,3,2024-11-03T06:42:02.087386,PayPal
290,292,11,4,2025-04-12T13:54:54.620439,Credit Card
291,265,251,3,2025-04-11T16:20:38.486509,Credit Card
292,60,34,1,2025-05-11T13:16:24.145328,Bank Transfer
293,104,263,5,2025-03-10T05:17:36.516459,Credit Card
294,926,120,2,2025-04-19T13:26:16.025653,Credit Card
295,510,323,2,2025-07-24T07:59:01.801185,Bank Transfer
296,389,487,2,2025-07-13T21:08:04.040712,PayPal
297,773,441,1,2025-08-01T07:52:41.892241,PayPal
298,141,305,5,2025-04-26T13:02:09.338451,Credit Card
299,596,85,3,2025-02-05T19:19:07.399616,Bank Transfer
300,517,424,1,2025-01-08T22:14:09.535441,Bank Transfer
301,343,180,5,2025-05-03T19:19:11.109977,PayPal
302,114,39,3,2025-01-13T13:03:14.153642,Bank Transfer
303,905,203,3,2024-12-14T10:57:07.773102,Bank Transfer
304,20,196,1,2025-09-30T21:05:47.295764,PayPal
305,117,106,5,2025-06-23T18:49:32.035267,PayPal
306,221,405,3,2025-01-26T05:04:32.960640,PayPal
307,463,441,3,2024-11-19T20:30:17.232643,Credit Card
308,193,206,2,2025-02-02T05:55:22.202304,Credit Card
309,483,310,3,2025-10-21T17:49:07.264134,Credit Card
310,56,449,2,2025-06-27T06:34:06.787935,Bank Transfer
311,209,266,4,2025-08-04T01:31:18.166026,Bank Transfer
312,626,387,2,2025-08-18T19:36:57.552967,Bank Transfer
313,638,314,4,2025-07-06T17:23:14.555151,Credit Card
314,771,133,4,2024-10-27T22:25:49.358265,Credit Card
315,846,16,3,2025-06-25T12:54:00.381694,Credit Card
316,964,46,4,2024-10-27T07:18:07.238514,Bank Transfer
317,930,376,3,2024-11-12T04:02:34.932363,PayPal
318,216,476,5,2025-05-16T07:41:18.044070,Credit Card
319,471,212,3,2025-09-30T13:25:10.572944,Bank Transfer
320,665,383,2,2024-11-08T09:05:17.323392,Bank Transfer
321,645,81,1,2025-01-30T19:21:08.649049,PayPal
322,817,372,3,2025-10-07T07:16:10.569295,Bank Transfer
323,24,141,4,2024-12-18T00:25:34.552066,Credit Card
324,635,242,3,2025-08-03T05:27:27.365932,Bank Transfer
325,16,289,1,2025-05-20T14:31:22.579423,Bank Transfer
326,172,171,4,2025-01-15T19:13:29.324184,Bank Transfer
327,892,270,4,2025-08-19T20:15:35.701634,PayPal
328,781,396,1,2025-02-14T02:33:28.779279,PayPal
329,444,447,2,2025-06-01T11:11:04.644177,PayPal
330,625,78,2,2024-12-29T07:23:12.313814,Bank Transfer
331,163,195,5,2025-08-20T01:57:20.496840,Credit Card
332,386,480,5,2024-11-18T00:29:53.219108,Bank Transfer
333,263,388,3,2025-07-30T13:54:56.463794,Bank Transfer
334,413,274,2,2024-11-02T08:03:09.124040,Bank Transfer
335,817,415,3,2025-03-03T08:05:08.659689,Credit Card
336,853,408,4,2025-04-24T19:44:50.076933,PayPal
337,641,420,4,2025-01-28T05:35:35.180793,PayPal
338,832,159,3,2025-08-29T00:59:20.675875,Bank Transfer
339,647,444,3,2025-09-19T06:17:38.417292,Credit Card
340,415,450,3,2025-09-04T09:24:06.091512,PayPal
341,223,436,3,2025-06-04T12:43:27.723806,PayPal
342,889,326,4,2024-12-11T09:47:02.567581,Credit Card
343,403,36,3,2025-07-19T20:02:38.091470,PayPal
344,618,471,5,2024-12-02T22:48:13.177596,PayPal
345,560,15,1,2025-02-09T10:29:39.388025,PayPal
346,964,280,3,2025-08-11T16:25:30.673118,Bank Transfer
347,123,496,2,2025-08-11T11:42:57.284352,Bank Transfer
348,67,173,1,2024-10-27T10:05:08.967975,Bank Transfer
349,394,481,5,2024-11-08T15:11:40.736303,Credit Card
350,701,365,1,2025-05-06T05:47:08.572948,Bank Transfer
351,886,261,1,2025-10-11T07:21:38.385241,Bank Transfer
352,670,332,1,2025-02-10T06:22:05.238798,Bank Transfer
353,204,139,1,2025-03-15T08:13:51.684048,Credit Card
354,24,196,4,2025-02-13T13:40:56.184551,Bank Transfer
355,823,271,5,2025-01-31T01:23:49.334529,PayPal
356,343,354,4,2025-07-14T02:55:26.960655,Credit Card
357,257,357,2,2025-08-22T11:45:33.543503,PayPal
358,584,33,3,2025-01-07T18:57:12.172446,Credit Card
359,849,288,2,2025-08-28T07:39:08.641234,Bank Transfer
360,92,353,2,2025-10-11T11:54:40.874732,PayPal
361,53,111,5,2025-07-04T16:49:10.460059,Bank Transfer
362,856,499,4,2024-11-03T17:21:50.722773,Credit Card
363,331,108,5,2025-10-15T22:38:59.233176,Credit Card
364,275,115,5,2025-04-22T11:54:39.972941,Bank Transfer
365,262,445,4,2025-07-14T15:00:33.936824,Credit Card
366,367,432,4,2025-03-12T18:47:55.593652,Credit Card
367,470,157,5,2025-03-10T04:13:16.295964,Credit Card
368,247,429,3,2024-11-26T11:45:07.951216,Bank Transfer
369,930,131,2,2025-07-16T07:03:09.685258,Credit Card
370,528,324,4,2025-10-03T12:54:54.386067,Bank Transfer
371,147,242,2,2025-10-02T08:04:34.650576,PayPal
372,742,396,1,2025-03-08T19:05:35.843177,PayPal
373,338,315,3,2025-06-24T11:27:39.481938,PayPal
374,664,136,2,2025-05-17T22:04:25.173049,Credit Card
375,325,258,3,2024-10-29T23:52:14.113299,PayPal
376,611,274,1,2025-09-23T14:32:32.717973,Bank Transfer
377,370,499,1,2025-05-02T01:37:40.593105,PayPal
378,627,39,1,2025-05-21T00:50:26.291520,Credit Card
379,185,81,2,2025-03-15T01:15:28.002565,PayPal
380,850,204,3,2024-11-19T03:30:08.186930,Credit Card
381,709,137,3,2025-04-19T07:54:37.266837,PayPal
382,624,16,1,2025-04-03T01:04:45.358640,Credit Card
383,252,482,3,2025-10-02T12:28:14.208005,Credit Card
384,110,115,1,2025-05-29T00:53:06.764756,Credit Card
385,762,266,3,2025-07-16T21:50:28.901103,Bank Transfer
386,654,478,5,2025-04-10T00:59:55.535067,Bank Transfer
387,343,344,5,2024-12-14T07:37:45.756917,PayPal
388,115,82,4,2025-05-10T13:48:38.821356,Credit Card
389,263,261,4,2025-03-17T03:11:26.034701,PayPal
390,907,71,3,2025-02-07T12:36:28.303090,Credit Card
391,932,326,2,2025-04-23T05:14:13.022683,Credit Card
392,474,270,5,2025-01-12T01:02:15.109061,Credit Card
393,253,192,5,2025-08-22T07:19:37.737415,Bank Transfer
394,791,293,1,2024-12-26T15:53:34.617141,PayPal
395,49,226,2,2025-08-29T02:36:26.468376,PayPal
396,734,321,1,2025-09-30T14:18:29.257819,Bank Transfer
397,423,420,5,2025-03-29T19:40:20.484967,PayPal
398,330,158,5,2024-11-11T07:14:39.461265,Bank Transfer
399,131,158,2,2025-04-29T21:58:26.716875,Bank Transfer
400,930,298,5,2025-03-22T20:25:59.074813,PayPal
401,710,17,2,2024-11-18T20:26:28.548163,PayPal
402,303,371,3,2025-08-08T04:08:30.610986,Bank Transfer
403,66,376,4,2024-11-08T00:15:25.434793,Bank Transfer
404,952,221,4,2025-08-14T02:27:51.705548,PayPal
405,838,240,2,2025-03-31T11:54:18.190212,Bank Transfer
406,199,16,2,2025-02-24T15:10:18.026244,Credit Card
407,693,346,1,2024-11-16T06:50:10.244550,PayPal
408,54,406,5,2025-09-12T18:17:55.700570,Bank Transfer
409,505,119,1,2024-11-29T22:30:47.898840,PayPal
410,577,345,4,2025-08-16T00:26:14.133581,PayPal
411,283,109,1,2025-04-19T20:22:21.455363,Credit Card
412,694,74,2,2025-07-26T07:13:49.937229,PayPal
413,698,311,1,2025-05-02T06:10:52.001997,Bank Transfer
414,589,127,5,2025-10-12T11:22:26.967244,PayPal
415,144,77,3,2024-12-13T23:03:54.624413,Credit Card
416,70,81,5,2025-08-05T21:25:33.718074,Bank Transfer
417,513,435,4,2025-08-27T14:49:19.301325,PayPal
418,652,3,4,2025-04-26T13:53:52.802882,PayPal
419,753,117,4,2025-07-04T15:05:24.016477,Bank Transfer
420,102,252,2,2024-10-27T02:15:53.391269,Bank Transfer
421,622,25,2,2025-08-19T12:04:39.509875,PayPal
422,792,411,3,2025-10-06T02:52:51.548795,PayPal
423,717,331,4,2024-12-20T20:24:32.676605,Bank Transfer
424,824,397,5,2025-05-02T06:41:14.793613,PayPal
425,604,274,5,2024-11-08T07:54:41.192059,PayPal
426,465,209,3,2025-03-06T17:28:52.165777,PayPal
427,130,362,3,2025-01-05T03:39:55.586605,Credit Card
428,104,28,3,2025-01-22T12:49:44.115337,PayPal
429,260,175,3,2024-11-29T08:18:32.648185,Bank Transfer
430,229,102,1,2025-04-07T15:15:06.205566,Bank Transfer
431,856,429,3,2025-07-16T00:14:12.363974,Credit Card
432,951,119,1,2025-05-23T00:16:58.936426,Bank Transfer
433,608,66,5,2025-07-02T14:16:51.841506,Bank Transfer
434,331,333,1,2025-04-27T09:12:31.832456,Credit Card
435,152,188,4,2025-06-09T01:23:59.148816,Credit Card
436,116,230,5,2024-10-28T03:42:47.672552,PayPal
437,232,23,1,2025-02-15T15:30:17.269999,Bank Transfer
438,31,458,5,2025-04-16T19:07:36.326424,Credit Card
439,873,495,5,2025-09-07T05:57:04.266234,Bank Transfer
440,413,140,5,2025-08-07T12:59:34.414071,Bank Transfer
441,121,435,3,2024-11-14T17:08:56.655521,Bank Transfer
442,910,447,1,2025-06-12T18:06:15.033141,Credit Card
443,895,213,2,2025-10-07T06:05:46.937357,PayPal
444,808,1,2,2024-11-12T00:38:41.863952,PayPal
445,652,446,1,2025-01-18T03:11:45.182420,PayPal
446,541,134,2,2024-11-17T14:13:30.092277,Credit Card
447,474,400,1,2025-05-06T23:25:11.541939,Bank Transfer
448,715,474,1,2025-10-20T21:18:06.244522,PayPal
449,550,60,4,2025-05-06T00:06:22.522663,PayPal
450,679,347,4,2025-07-02T00:12:31.728468,Bank Transfer
451,871,236,1,2025-05-24T02:20:13.931615,Credit Card
452,542,143,1,2025-03-18T01:32:23.597319,Bank Transfer
453,561,230,1,2025-02-27T02:24:42.560976,PayPal
454,609,380,2,2025-03-31T23:47:31.501612,Bank Transfer
455,344,500,2,2025-08-19T09:34:57.218746,Bank Transfer
456,539,83,1,2025-02-08T14:20:48.784971,Credit Card
457,264,290,1,2025-07-13T01:22:47.353178,PayPal
458,527,160,3,2025-05-16T18:43:35.561346,PayPal
459,136,118,3,2025-06-25T22:14:41.328647,Bank Transfer
460,844,215,5,2025-01-11T15:35:55.422605,PayPal
